customer_id,first_name,last_name,email,phone,date_of_birth,age,gender,income_bracket,occupation,company,address_street,address_city,address_state,address_country,address_postal_code,address_region,account_created,last_login,account_status,customer_segment,lifetime_value,avg_order_value,purchase_frequency,last_purchase_date,total_orders,total_spent,preferred_channel,preferred_category,loyalty_points,newsletter_subscribed,marketing_opt_in,customer_tier,credit_score,preferred_payment_method,shipping_preference,social_media_twitter,social_media_instagram,social_media_facebook,notes
CUST11139,Martin,Griffin,patriciaoliver@example.org,001-683-886-0390x367,1975-03-10,52,Male,Middle,Media buyer,,5351 Wright Shore Suite 439,Darleneborough,Connecticut,Saint Pierre and Miquelon,18409,Latin America,2025-04-28,,Inactive,New,683,141,3,2025-11-09,4,683,Website,Beauty,21815,True,False,Gold,,Credit Card,Next Day,,@jacksonstephen,facebook.com/farmerjennifer,Prefers eco-friendly products
CUST11140,Jared,Fernandez,wilsonjohn@example.org,2829341609,1968-10-01,71,Female,Very High,Records manager,"Meyer, Roman and Gomez",1907 Green Grove Apt. 439,Chicago,TX,USA,38371,North America,2024-06-28,2026-01-11,Suspended,VIP,20342,1230,16,2025-12-21,32,20342,In-Store,Fashion,27231,True,True,Gold,,Bank Transfer,Standard,,@davidjackson,,Prefers eco-friendly products
CUST11141,Ryan,Smith,kimberly02@example.net,(702)884-6559x2189,1981-11-29,39,Other,Low,"Runner, broadcasting/film/video",,9933 Krause Knoll Apt. 918,Norrismouth,,Bulgaria,06091,Latin America,2022-08-07,2026-01-19,Active,Loyal,1329,424,7,2025-12-31,0,1329,Website,Home & Kitchen,26020,True,True,Gold,,Bank Transfer,Standard,@angela61,,,
CUST11142,Jennifer,Walker,ymckee@example.net,+1-809-508-5753x7947,1952-03-24,51,Other,Very High,Seismic interpreter,,429 Alexander Heights,Kevinbury,,Saint Martin,78310,Asia Pacific,2022-07-06,2026-01-31,Active,Returning,327,99,4,2025-12-31,6,327,Email,Sports,26519,False,True,Bronze,,Apple Pay,Next Day,,,facebook.com/eric34,Prefers eco-friendly products
CUST11143,Chad,Bray,danielolsen@example.com,(908)496-0106x6589,1993-02-14,23,Female,Very High,Insurance claims handler,,565 Karla Forge,Ramseyland,,Ghana,73480,Middle East,2023-11-27,,Active,New,472,123,4,2025-12-03,5,472,Website,Sports,47292,True,False,Gold,,Apple Pay,Next Day,@burtonkevin,@connie03,,Frequent returner
CUST11144,Jon,Whitney,bmorrison@example.net,844-798-6029,1960-06-03,37,Male,Low,"Education officer, museum","Peters, Mcclain and Glenn",307 Steven Rapid Apt. 904,Leeborough,,San Marino,92967,Asia Pacific,2025-07-31,2026-02-01,Suspended,Returning,484,166,1,2025-12-29,1,484,Mobile App,Beauty,26276,True,True,Gold,761.0,PayPal,Standard,@eacevedo,,,VIP customer
CUST11145,Susan,Spears,lisa12@example.net,629.945.4183x37881,1996-04-30,33,Male,Very High,Information systems manager,,0743 Brandon Flats,Bryanbury,,United States Minor Outlying Islands,78466,Asia Pacific,2024-02-15,2026-01-10,Inactive,New,998,152,6,2026-01-11,3,998,In-Store,Home & Kitchen,21557,True,True,Silver,391.0,Apple Pay,Next Day,@ramosronald,@vcamacho,,Frequent returner
CUST11146,Timothy,Velez,pmarquez@example.org,(373)836-1424x7415,1995-02-03,50,Female,Middle,Environmental manager,,566 Danielle Pass,North Kimberlyborough,Massachusetts,San Marino,91006,Middle East,2022-06-06,2026-01-20,Suspended,Loyal,4853,401,9,2026-01-11,14,4853,Email,Electronics,37184,True,True,Silver,300.0,Credit Card,Standard,@robertgardner,@wallacefernando,,VIP customer
CUST11147,Brian,Hughes,monica60@example.org,541.796.4000x9256,1985-12-19,44,Male,Very High,Physiological scientist,,8387 Mendoza Isle,Maldonadofort,Illinois,Lebanon,34672,Middle East,2021-02-06,2026-01-14,Active,Returning,523,153,3,,1,523,In-Store,Beauty,27131,False,True,Silver,,PayPal,Express,@kennethbright,@campbelldanny,facebook.com/shannonhopkins,Prefers eco-friendly products
CUST11148,Lauren,Newman,lmaynard@example.net,767.656.2754,1946-01-17,70,Other,Low,Facilities manager,Silva-Schmitt,759 Murphy Locks,Port Davidburgh,Minnesota,Italy,86576,Asia Pacific,2023-08-22,2026-01-16,Active,Returning,467,133,5,2025-11-26,7,467,In-Store,Beauty,7618,False,True,Gold,494.0,PayPal,Next Day,@chasejose,@riveranicole,facebook.com/wglenn,VIP customer
CUST11149,William,Erickson,cherylgood@example.net,6185769270,1979-11-27,74,Other,Low,"Sound technician, broadcasting/film/video",Conway-Thomas,58344 Angel View Suite 385,San Diego,GA,USA,41229,North America,2023-05-26,2026-01-16,Suspended,VIP,24246,1131,37,2026-01-25,48,24246,Website,Sports,7673,False,False,Bronze,,PayPal,Standard,@bruce94,@turnerroger,facebook.com/opark,
CUST11150,Pamela,Pittman,tonyparker@example.com,315-778-7378,2005-08-13,72,Female,Middle,Optometrist,Combs Group,73671 Judy Stravenue,New Jenniferfurt,,Cook Islands,65413,Asia Pacific,2022-10-12,2026-01-11,Inactive,Returning,105,175,3,2025-12-07,0,105,Website,Electronics,24888,False,False,Platinum,494.0,Bank Transfer,Next Day,@haletina,@carrollmegan,,VIP customer
CUST11151,Gene,Francis,iwilliamson@example.net,001-496-476-2182x2479,1962-08-20,20,Male,High,"Research officer, political party",Pearson-Wu,0716 Davis Grove Suite 792,Colemanville,,Jamaica,44276,Middle East,2024-12-24,,Active,New,368,143,3,2025-12-31,5,368,Email,Home & Kitchen,44351,False,True,Gold,644.0,Apple Pay,Standard,@heather35,@carlabrown,,Frequent returner
CUST11152,Whitney,Glover,kellyjones@example.com,745.742.4711,1980-05-06,35,Other,Very High,Electronics engineer,Fry PLC,517 Kimberly Alley,Philadelphia,MI,USA,59607,North America,2021-04-27,,Inactive,At Risk,993,115,3,2025-12-21,0,993,Email,Fashion,2462,True,False,Bronze,,Credit Card,Standard,,@bkennedy,,Prefers eco-friendly products
CUST11153,Theresa,Obrien,clarklaura@example.com,753-583-3642x5503,1961-08-23,22,Male,Low,Economist,"Davis, Garcia and Rogers",675 Kelly Radial Suite 977,New York,IL,USA,06042,North America,2023-01-29,,Active,Returning,496,170,3,2025-11-18,4,496,In-Store,Home & Kitchen,19633,True,False,Gold,,Bank Transfer,Standard,@bsmith,@mikegonzalez,facebook.com/jonesjoseph,Frequent returner
CUST11154,Sandra,Rivera,paul36@example.com,+1-388-236-8636x444,1990-02-17,69,Female,High,Operations geologist,Walton Group,92060 Taylor Prairie Suite 299,San Diego,CA,USA,18869,North America,2021-10-01,2026-01-12,Inactive,New,986,147,4,2026-01-07,6,986,Email,Beauty,603,False,False,Platinum,546.0,Apple Pay,Next Day,@josephbaker,,facebook.com/dawnconner,VIP customer
CUST11155,Matthew,Jordan,kweaver@example.org,001-293-587-2112,1979-12-01,74,Female,Middle,Dentist,"Vargas, Wagner and Matthews",50595 Henry Meadow,Phoenix,GA,USA,10806,North America,2024-10-18,2026-02-04,Closed,Returning,40,128,5,,7,40,Mobile App,Fashion,23720,False,True,Silver,,Apple Pay,Standard,@sharptiffany,@dodsonbenjamin,,Prefers eco-friendly products
CUST11156,Jessica,Bond,linmark@example.net,768-901-3143x360,1962-12-06,73,Male,High,"Engineer, building services",Garcia Inc,4959 Becky Trace,San Antonio,FL,USA,90075,North America,2025-02-17,2026-02-05,Inactive,Returning,215,166,2,2026-01-19,0,215,Website,Beauty,16817,False,False,Gold,554.0,Credit Card,Next Day,,,facebook.com/carlsonmegan,Frequent returner
CUST11157,Victoria,Howell,guzmancarl@example.com,817-265-9205x9483,2006-06-02,62,Male,Low,"Teacher, early years/pre",Wu Inc,011 English View Apt. 609,Warsaw,,Spain,50963,Europe,2023-08-02,,Suspended,New,44,80,6,,0,44,Website,Electronics,38267,True,True,Gold,718.0,Credit Card,Standard,,,,VIP customer
CUST11158,Jason,Evans,dianajacobson@example.com,520.709.6015,1958-10-24,41,Female,High,Air cabin crew,,25624 Michelle Hills Suite 046,Paris,,France,36712,Europe,2025-10-16,2026-01-24,Suspended,New,475,162,4,2025-12-10,4,475,Website,Fashion,38097,True,False,Platinum,,Credit Card,Standard,@tina16,@frankcampbell,,Prefers eco-friendly products
CUST11159,Laura,Ashley,cory93@example.com,891.903.8916,1975-02-01,63,Female,Very High,Aid worker,,18586 Jose Field Suite 290,Patriciamouth,,Saudi Arabia,04788,Asia Pacific,2025-06-24,2026-02-02,Suspended,New,191,94,1,,2,191,Email,Home & Kitchen,39916,False,True,Gold,322.0,PayPal,Next Day,,,,VIP customer
CUST11160,Brenda,Thomas,timothy39@example.net,+1-303-470-3773,1948-08-16,57,Male,Low,"Merchandiser, retail","Tyler, Ortiz and Day",530 King Mount Apt. 340,Rome,,UK,95240,Europe,2024-01-26,2026-01-13,Inactive,New,251,182,4,2026-02-06,7,251,Website,Home & Kitchen,13374,True,False,Silver,,Bank Transfer,Express,,@alexis01,facebook.com/sanchezmegan,VIP customer
CUST11161,Tanya,Robertson,kevin12@example.net,748.710.9452,2005-04-07,38,Other,High,Fish farm manager,,55614 Garcia Drives Suite 010,Joneston,Arizona,Afghanistan,80737,Middle East,2022-09-21,2026-01-14,Closed,Returning,823,160,3,2025-11-20,4,823,Email,Home & Kitchen,44293,False,True,Bronze,803.0,Apple Pay,Next Day,@dustin41,,,Prefers eco-friendly products
CUST11162,Cole,Rosales,ericchristensen@example.org,+1-365-226-1216x694,1945-03-24,78,Other,Middle,Camera operator,,33016 Riley Light,Drakeville,,Bouvet Island (Bouvetoya),44706,Latin America,2024-03-27,,Closed,Returning,639,55,4,,5,639,Website,Home & Kitchen,6348,True,False,Gold,833.0,Bank Transfer,Next Day,,@psantos,facebook.com/jeffreyacosta,Frequent returner
CUST11163,Lauren,Rollins,gwagner@example.com,644.262.2807,1966-06-16,53,Other,Low,"Engineer, communications",,9509 Martin Row,San Diego,CA,USA,09504,North America,2024-10-22,2026-02-03,Active,Loyal,2795,264,10,2025-12-01,13,2795,Mobile App,Electronics,23338,False,True,Gold,361.0,Bank Transfer,Standard,,@chernandez,facebook.com/bwhite,VIP customer
CUST11164,Stephanie,Wall,brandy57@example.net,615.555.1849x55296,1987-10-07,57,Female,Very High,"Investment banker, corporate",,17328 Thomas Trail,Lopezport,Delaware,Zimbabwe,69247,Middle East,2025-03-06,2026-01-16,Inactive,Returning,252,135,2,2026-01-03,0,252,Website,Beauty,5476,True,True,Silver,808.0,Credit Card,Standard,,@alvaradoandrew,facebook.com/christinaschneider,Frequent returner
CUST11165,Daniel,Wong,dustin45@example.com,613.314.5625x30302,1960-01-18,78,Female,High,"Administrator, sports",Wilson and Sons,6442 Julian Mountain,Zhangfurt,Wyoming,Germany,84674,Middle East,2025-03-02,2026-02-01,Active,New,185,111,1,,2,185,Website,Fashion,5350,False,True,Bronze,586.0,Bank Transfer,Standard,@oconnellnathan,@joannesnow,,VIP customer
CUST11166,Brian,Torres,pross@example.com,+1-598-772-5696x411,1946-02-25,73,Male,Low,Product/process development scientist,"Hamilton, Roberts and Dean",76339 Hunter Canyon Suite 119,Johnsonberg,,Japan,37552,Middle East,2025-05-06,2026-01-23,Suspended,Returning,871,103,3,2025-11-13,2,871,Mobile App,Electronics,35863,True,True,Bronze,667.0,Apple Pay,Express,@cynthia20,,facebook.com/jonesnicole,Frequent returner
CUST11167,Douglas,Huber,sarah33@example.net,001-823-981-4331x616,1966-01-08,70,Male,Middle,Information systems manager,,707 Daniel Pine Suite 111,Olsentown,Maine,Saint Martin,49007,Asia Pacific,2025-04-21,,Closed,At Risk,284,51,4,,8,284,In-Store,Fashion,41283,False,True,Platinum,494.0,Credit Card,Express,,@landerson,,
CUST11168,Brian,Gonzalez,morrismiguel@example.net,(602)864-2362x4588,1995-07-06,67,Female,Middle,Telecommunications researcher,,1478 Reed Burg,San Diego,NC,USA,68548,North America,2021-04-18,2026-01-25,Suspended,At Risk,746,138,6,,2,746,Mobile App,Beauty,47171,False,False,Bronze,398.0,Credit Card,Express,,,facebook.com/esims,Frequent returner
CUST11169,Brandon,Moore,xbryan@example.net,+1-242-644-3793x666,1966-03-03,29,Female,Middle,Solicitor,Floyd-Navarro,88161 Jodi Stravenue,Riceport,,Fiji,58242,Asia Pacific,2022-12-22,2026-01-22,Closed,At Risk,359,81,6,,2,359,Email,Electronics,49689,True,True,Platinum,583.0,Apple Pay,Standard,,@lford,facebook.com/hkim,Frequent returner
CUST11170,Paula,Holt,dawnbowman@example.net,981.956.7541x35455,1988-06-08,28,Female,Very High,Air traffic controller,,077 Marissa Roads Suite 530,Nicholasberg,,Kyrgyz Republic,03084,Asia Pacific,2021-09-15,,Suspended,New,234,167,2,2025-12-26,3,234,Mobile App,Home & Kitchen,34181,False,True,Silver,640.0,PayPal,Express,@dalereilly,@hernandezgeorge,facebook.com/briana12,VIP customer
CUST11171,Michael,Peterson,markmassey@example.com,648.456.5264x2437,1979-06-27,77,Female,High,Control and instrumentation engineer,Johnson and Sons,1064 Williams Estates,Patrickberg,Arkansas,Eritrea,49782,Latin America,2023-12-30,,Closed,New,530,115,4,2025-11-24,5,530,In-Store,Beauty,47728,False,True,Silver,384.0,PayPal,Next Day,@finleynancy,@ramseywilliam,,
CUST11172,Scott,Brooks,berryvickie@example.org,001-895-869-3205x0650,2007-01-21,58,Male,Middle,Clothing/textile technologist,,844 Martinez Locks Suite 941,Williamschester,Iowa,Korea,14064,Asia Pacific,2021-05-01,2026-01-09,Suspended,Churned,48,98,2,,1,48,Website,Electronics,3560,True,True,Gold,,PayPal,Next Day,@antoniohudson,,,VIP customer
CUST11173,Brian,Clarke,johnlopez@example.com,875-219-6792,1968-01-22,54,Female,Middle,"Scientist, research (medical)",Gomez-Miller,342 Antonio Views Apt. 431,Powellton,,French Southern Territories,90261,Latin America,2021-06-26,2026-01-30,Closed,Returning,748,127,5,2025-12-23,5,748,Email,Fashion,46513,False,False,Gold,,PayPal,Next Day,@gabrielhoffman,,,VIP customer
CUST11174,William,Lee,stucker@example.org,+1-560-217-6787,1953-02-20,30,Female,High,Civil Service administrator,Drake Inc,92383 Bradshaw Expressway Apt. 377,Christinemouth,,United States Minor Outlying Islands,44465,Middle East,2021-06-23,2026-01-21,Closed,At Risk,159,188,2,,3,159,In-Store,Fashion,15981,False,True,Bronze,399.0,Apple Pay,Express,@laura06,,facebook.com/crystalbaker,Frequent returner
CUST11175,Andrea,Lynch,robert41@example.net,(561)565-5427,1989-12-04,56,Female,Very High,Theatre stage manager,,21461 Salazar Summit Apt. 476,Philadelphia,IL,USA,10050,North America,2021-07-12,2026-01-15,Closed,Loyal,1466,236,11,,8,1466,In-Store,Beauty,23158,True,True,Platinum,,Apple Pay,Next Day,@pstanley,,,Prefers eco-friendly products
CUST11176,Bradley,Hogan,tracycamacho@example.org,+1-467-605-0356x237,1972-02-13,40,Male,Middle,"Geologist, wellsite",Hendrix-Stokes,8511 Rhonda Island,Josephland,West Virginia,Namibia,99163,Middle East,2024-06-10,,Suspended,New,374,155,2,2026-01-19,2,374,Email,Home & Kitchen,45376,True,True,Silver,606.0,Bank Transfer,Express,@gregorylopez,,,VIP customer
CUST11177,Chase,Henry,daniel59@example.net,(472)491-6942,2005-01-03,44,Other,High,Training and development officer,Bradshaw and Sons,87576 Tracy Landing Suite 224,Washingtonland,Delaware,Senegal,48216,Latin America,2025-07-13,,Suspended,New,578,190,6,,4,578,In-Store,Beauty,38011,False,True,Silver,,PayPal,Next Day,@ryansmith,,facebook.com/jimmybates,VIP customer
CUST11178,Brandon,Harris,thomasrobinson@example.net,259-226-6866,1977-11-09,79,Male,High,Theatre stage manager,Butler-Allen,22750 Heather Shoals,Warsaw,,UK,02566,Europe,2023-06-28,2026-01-30,Closed,Returning,230,71,6,2026-02-01,4,230,Website,Beauty,34352,False,False,Silver,303.0,Bank Transfer,Standard,@montgomeryann,@patriciachavez,,Frequent returner
CUST11179,Linda,Roberts,victorcarroll@example.net,(426)989-4954,2001-02-14,34,Male,Middle,Pension scheme manager,,336 Donald Inlet,West Douglasville,,Cuba,04404,Latin America,2025-02-09,2026-01-16,Active,At Risk,685,71,5,,9,685,In-Store,Home & Kitchen,1373,False,False,Bronze,606.0,Apple Pay,Next Day,@caseychristina,@cheryl16,,Frequent returner
CUST11180,Lori,Johnson,bakercolleen@example.org,(427)824-4522x7594,1978-05-07,28,Female,Low,"Exhibitions officer, museum/gallery",,722 Curtis Island,Lake Waltershire,North Carolina,South Georgia and the South Sandwich Islands,46154,Asia Pacific,2023-02-15,2026-01-15,Inactive,New,454,129,1,2025-12-10,2,454,Website,Sports,37074,True,False,Bronze,350.0,PayPal,Express,,,facebook.com/watersphilip,
CUST11181,Michelle,Lopez,ashleyvelez@example.com,(711)365-1608x624,1960-05-24,53,Other,Low,"Engineer, communications",,0575 Darlene Lodge Suite 471,New York,IL,USA,89655,North America,2021-11-23,,Active,Loyal,3385,291,8,2025-12-28,4,3385,Website,Home & Kitchen,43746,False,True,Platinum,402.0,Apple Pay,Standard,@lewispeggy,@chavezjames,,VIP customer
CUST11182,Ashley,Aguilar,medinateresa@example.com,(706)736-9851x676,1987-04-19,46,Male,High,Water engineer,"Jones, Rubio and Gray",760 Devin Lane Suite 499,Warsaw,,France,46043,Europe,2021-12-26,2026-01-22,Active,VIP,34422,1726,13,2025-12-01,12,34422,Website,Fashion,48864,True,True,Gold,,Bank Transfer,Express,@vestrada,,,Frequent returner
CUST11183,Joseph,Clay,terri49@example.org,(426)631-7774x42221,1954-01-11,22,Male,Low,Clinical cytogeneticist,"Bauer, Skinner and Lee",903 Wallace Cove,Madrid,,France,59968,Europe,2023-11-17,2026-01-12,Active,Loyal,1143,379,10,2025-11-12,4,1143,In-Store,Fashion,14798,False,True,Platinum,,PayPal,Express,@brittanydiaz,@jessicamurphy,facebook.com/joewells,VIP customer
CUST11184,Louis,Simmons,tracifletcher@example.org,671-991-6335,1987-11-08,21,Other,High,Chartered certified accountant,,3382 Turner Oval Suite 892,West Leemouth,Indiana,Benin,90853,Latin America,2022-05-09,2026-01-09,Suspended,At Risk,442,91,5,2025-12-17,8,442,In-Store,Electronics,48395,True,False,Gold,,Credit Card,Express,,,facebook.com/ashleynewman,Frequent returner
CUST11185,Rachel,Scott,thompsonwilliam@example.com,(771)686-9198x162,1985-09-21,43,Other,Low,Trade union research officer,,45365 James Path,San Antonio,OH,USA,57336,North America,2022-01-16,2026-01-18,Suspended,Returning,567,155,4,,2,567,Website,Sports,29525,False,True,Silver,532.0,Bank Transfer,Standard,@sowens,@gmiller,,
CUST11186,Ruben,Smith,john70@example.com,001-336-471-2747x06953,1952-06-14,33,Other,Very High,Professor Emeritus,"Ochoa, Larson and Chase",729 Griffin Divide Apt. 418,Philadelphia,GA,USA,56866,North America,2022-07-18,2026-02-06,Inactive,At Risk,812,123,2,2025-11-27,4,812,Email,Fashion,29629,True,False,Bronze,,Apple Pay,Next Day,@gilberttiffany,,,VIP customer
CUST11187,Deanna,Oneal,sedwards@example.net,(747)740-1925x5317,1999-06-29,68,Male,Middle,Accommodation manager,,1614 Amber Street Suite 039,Phoenix,OH,USA,61588,North America,2022-03-03,2026-01-26,Closed,Returning,334,146,3,2025-12-25,1,334,In-Store,Fashion,46270,True,True,Silver,480.0,PayPal,Standard,,@juan76,facebook.com/perkinschristopher,
CUST11188,David,Peck,jensenphilip@example.com,+1-803-985-5288x23132,1979-12-05,32,Female,Middle,"Engineer, technical sales",Harris-Howard,919 Macias Mountain Suite 385,Phoenix,NC,USA,67585,North America,2024-06-07,2026-02-04,Active,Returning,960,105,4,,3,960,Website,Beauty,45980,True,False,Platinum,,Credit Card,Standard,@donaldmarquez,@jeremy63,facebook.com/gsullivan,Prefers eco-friendly products
CUST11189,Tyler,Jones,hannasamuel@example.org,+1-759-455-3945x0698,1986-05-27,74,Male,Low,General practice doctor,,09972 Nguyen Road Suite 179,Madrid,,Spain,27288,Europe,2023-08-24,2026-01-18,Suspended,New,292,132,4,,7,292,Website,Sports,41845,True,True,Silver,437.0,PayPal,Express,,,facebook.com/collinsashlee,Prefers eco-friendly products
CUST11190,David,Moore,kellykyle@example.org,001-967-662-4285,1947-05-08,67,Female,Middle,Insurance broker,Fry LLC,770 Micheal Mountain,Houston,NC,USA,56993,North America,2024-05-02,2026-01-19,Closed,New,19,105,2,2025-11-13,1,19,In-Store,Electronics,19606,True,False,Platinum,,Credit Card,Next Day,,,,
CUST11191,Tracy,Jones,aguilarrandall@example.net,(219)640-7234x615,1953-02-26,75,Other,High,Biomedical scientist,,82922 Briana View Suite 139,Clarkemouth,Rhode Island,Montserrat,04220,Middle East,2021-02-19,2026-01-16,Suspended,Returning,660,69,1,2026-01-04,0,660,Mobile App,Fashion,15463,True,False,Gold,450.0,Credit Card,Standard,@bradley14,@rscott,facebook.com/kthompson,VIP customer
CUST11192,Brian,Reed,marc37@example.net,790.849.7574,1982-02-18,28,Male,Middle,Heritage manager,Taylor-Reyes,38846 Jones Canyon,Vienna,,France,27656,Europe,2023-07-29,,Suspended,Churned,450,182,2,,0,450,Mobile App,Home & Kitchen,49915,False,False,Silver,,PayPal,Express,,@latoyahansen,,Frequent returner
CUST11193,Robert,Williams,doris49@example.org,559.634.1773,1993-12-25,23,Female,High,Facilities manager,"Mccoy, Krueger and Warner",82182 Lauren Skyway Apt. 639,Christopherton,,British Indian Ocean Territory (Chagos Archipelago),22122,Middle East,2022-12-20,2026-01-11,Inactive,Returning,511,61,2,,4,511,Email,Home & Kitchen,28781,True,True,Bronze,,PayPal,Next Day,,@omurray,facebook.com/leonarddoris,Frequent returner
CUST11194,Madison,Stephens,mooremolly@example.net,+1-736-597-0257,1998-05-05,75,Male,Low,Materials engineer,Collins-Hopkins,354 Benson Pike,Rome,,Germany,51709,Europe,2023-03-21,,Closed,Returning,329,149,2,2026-01-05,3,329,Website,Home & Kitchen,4340,False,False,Platinum,,Credit Card,Next Day,,,,Prefers eco-friendly products
CUST11195,Tina,Miles,kevinsmith@example.org,784.392.0317,1962-11-20,54,Female,Middle,IT sales professional,Lawson PLC,395 Taylor Lane,Phoenix,TX,USA,81203,North America,2023-02-26,,Active,VIP,37270,1251,46,2026-01-07,39,37270,Email,Electronics,47343,True,True,Gold,516.0,Credit Card,Express,,@joe10,facebook.com/ehorn,VIP customer
CUST11196,Sean,Cordova,lori48@example.net,4245966899,1983-01-11,44,Other,Middle,Medical illustrator,"Reed, Rivera and White",15444 Henry Divide,East Jason,Idaho,Mali,01013,Asia Pacific,2024-11-24,2026-01-21,Suspended,Returning,155,179,5,2025-11-14,6,155,Email,Home & Kitchen,17976,False,True,Gold,818.0,Apple Pay,Next Day,,@daniel87,,
CUST11197,Alexander,Lopez,georgesharp@example.com,359.290.2549x839,1959-04-24,76,Female,Middle,"Editor, commissioning",,410 Danielle Curve,Phoenix,GA,USA,67111,North America,2021-09-03,2026-01-10,Inactive,New,22,184,4,,2,22,Mobile App,Sports,16667,False,True,Silver,496.0,Apple Pay,Next Day,@reginakeith,@vjackson,facebook.com/wmurphy,
CUST11198,Nicole,Wilson,dlewis@example.net,7793633022,1976-11-17,31,Female,Very High,Naval architect,Kim-Patel,27462 Melissa Forest,New York,TX,USA,40202,North America,2024-03-14,,Active,New,219,131,5,2026-01-04,7,219,Website,Electronics,48603,False,False,Bronze,471.0,Bank Transfer,Standard,,@anna95,,
CUST11199,Betty,Jackson,megan09@example.net,001-844-514-7537,1996-07-01,37,Male,High,Production engineer,"Meadows, Werner and Thompson",8586 Carney Mews Suite 955,Zunigafurt,California,Cayman Islands,89234,Asia Pacific,2025-04-29,2026-01-31,Suspended,VIP,24950,1697,19,2026-01-18,28,24950,Website,Beauty,41038,False,True,Silver,357.0,Apple Pay,Standard,@morrisann,@shelley06,,
CUST11200,Sandra,Lin,garciabrenda@example.org,992-756-8704x26469,1948-04-04,50,Male,High,Sports administrator,Glover LLC,0638 William Bypass Suite 162,Georgeshire,,Isle of Man,61408,Middle East,2023-11-29,2026-01-08,Active,New,3,160,2,2026-01-31,4,3,Website,Sports,4129,False,True,Platinum,543.0,PayPal,Standard,@anthonymendez,@matthewrodriguez,,Frequent returner
CUST11201,Katie,Li,thompsonlisa@example.net,946-327-6351x4874,1966-07-19,39,Female,High,Chief Strategy Officer,Chambers LLC,8938 Walker Roads Apt. 584,Chicago,TX,USA,75275,North America,2021-08-31,2026-01-29,Suspended,New,544,54,3,2026-01-05,6,544,Mobile App,Beauty,38931,False,True,Silver,586.0,Bank Transfer,Express,@jeffrey59,@douglas87,,
CUST11202,Denise,Morris,victoriaduncan@example.org,381-374-9731,1964-08-22,34,Female,Low,Training and development officer,Allen-Henderson,891 Leonard Alley,London,,UK,37441,Europe,2023-11-04,,Active,Loyal,1166,432,10,2026-01-06,14,1166,Email,Beauty,41368,True,True,Bronze,412.0,Bank Transfer,Standard,,,facebook.com/greid,Prefers eco-friendly products
CUST11203,Christine,Chavez,bryan59@example.com,(483)244-5942x104,1991-02-05,24,Female,High,Sales executive,,82865 Hudson Village Suite 872,Madrid,,Italy,43024,Europe,2023-11-25,2026-01-09,Inactive,VIP,26001,913,18,2026-01-16,34,26001,In-Store,Electronics,12119,True,False,Bronze,333.0,PayPal,Express,@lance51,,,
CUST11204,Catherine,Berry,cwood@example.com,6793606169,1959-06-24,52,Male,High,Medical sales representative,,84836 Good Tunnel,New York,TX,USA,47690,North America,2026-02-06,2026-01-25,Closed,New,484,118,1,2025-12-31,2,484,Website,Fashion,15002,False,True,Bronze,744.0,Apple Pay,Standard,@toddmclaughlin,,facebook.com/iaguilar,Frequent returner
CUST11205,Daniel,Brooks,carly60@example.net,+1-627-761-0023x5120,1985-01-01,22,Female,Middle,Music therapist,,7349 Gilmore Points,South Carol,,Palestinian Territory,45863,Asia Pacific,2024-09-12,2026-01-17,Inactive,Returning,665,97,4,2025-11-28,2,665,Email,Home & Kitchen,24163,True,False,Platinum,557.0,Apple Pay,Next Day,@ghoward,@brittany13,facebook.com/hzamora,Frequent returner
CUST11206,Christopher,Logan,wilsonjerry@example.com,+1-252-933-1432x417,2004-11-14,32,Female,High,Chief Technology Officer,Burns Group,38790 James Extensions Apt. 082,Harrellville,North Dakota,Monaco,24231,Middle East,2021-07-24,2026-01-22,Closed,Returning,580,193,5,,3,580,Mobile App,Beauty,13518,True,False,Bronze,321.0,PayPal,Standard,@april35,@munozzachary,facebook.com/perryjonathan,Prefers eco-friendly products
CUST11207,Michael,Rodriguez,solisteresa@example.net,399-500-2842x24170,2003-01-26,56,Male,Low,Chief of Staff,,7434 Jeffrey Circle,Phoenix,NY,USA,45248,North America,2025-02-14,,Closed,Returning,382,196,4,2026-01-03,4,382,Website,Home & Kitchen,15353,True,False,Silver,,Apple Pay,Next Day,,,,
CUST11208,George,Mann,jimenezjeffrey@example.com,813.768.2201x52979,1964-09-07,68,Other,Middle,Operations geologist,,16700 Martin Passage,Prague,,Germany,18445,Europe,2021-12-31,,Closed,Returning,546,192,1,2026-01-27,2,546,Website,Sports,35086,True,False,Silver,796.0,Credit Card,Express,,@josephbryant,,Frequent returner
CUST11209,Lisa,Price,darrenhorton@example.net,401-313-4496x89509,2002-05-23,36,Male,High,Secretary/administrator,Hicks-Richards,4949 Taylor Hill Suite 204,Reynoldsmouth,,Papua New Guinea,64660,Latin America,2023-03-26,,Inactive,New,933,189,4,,3,933,Mobile App,Fashion,31552,True,False,Gold,443.0,Bank Transfer,Next Day,,@victoria17,facebook.com/robert94,VIP customer
CUST11210,Kevin,Torres,todd81@example.com,001-552-252-8886x4650,1962-02-11,40,Female,High,Field seismologist,Alvarez PLC,13913 Warner River Suite 548,West Lisamouth,Maine,Bolivia,29178,Middle East,2022-12-04,2026-01-31,Inactive,New,573,62,2,,4,573,Email,Sports,23217,False,True,Gold,559.0,PayPal,Next Day,@iwebb,,facebook.com/xrojas,VIP customer
